Date Time,,,,Event
10/13/2011 15:10,UK,2255),,"London Mayor Johnson, CBI's Cridland Speak at Dinner"
10/14/2011 10/15,UK,2256),,"G-20 Finance Ministers, Central Bank Chiefs Meet in Paris"
10/18/2011 10:35,UK,2257),,Vickers Testifies to Lords Committee
10/18/2011 19:01,UK,2258),,Committee Issues Report on Draft Defamation Bill
10/19/2011 05:30,UK,2259),,"Pike, Lewis Questioned by Culture Committee on Phone Hacking"
10/19/2011 07:00,UK,2260),,Prime Minister's Question Time in House of Commons
10/19/2011 07:00,UK,2261),,U.K. Fuel Poverty Review Published
10/19/2011 10:30,UK,2262),,Greening Testifies to Commons Transport Committee
10/24/2011 07:30,UK,2263),,Hinton Questioned by Culture Committee on Phone Hacking
10/24/2011,UK,2264),,House of Commons Debates Motion on EU Membership Referendum
10/25/2011 04:45,UK,2265),,"BOE's King, Bean Questioned on QE by Treasury Committee"
10/26/2011 07:00,UK,2266),,Prime Minister's Question Time in House of Commons
10/26/2011 10:30,UK,2267),,Jenkins Questioned on BOE Appointment by Treasury Committee
10/27/2011 05:15,UK,2268),,Culture Secretary Hunt Questioned by Commons Committee
10/28/2011 10/30,UK,2269),,"Commonwealth Summit in Perth, Australia"
11/01/2011 11:45,UK,2270),,Bank CEOs Testify on Financial-Services Bill
11/01/2011 11/02,UK,2271),,U.K. Hosts International Cyber Conference
11/02/2011 08:00,UK,2272),,Prime Minister's Question Time in House of Commons
11/03/2011 05:45,UK,2273),,"BOE's King, Tucker Testify on Financial Services Bill"
11/03/2011 11/04,UK,2274),,"Group of 20 Leaders Meet in Cannes, France"
11/04/2011,EC,2275),,EU's Barnier Meets U.K. Officials in London
11/07/2011 19:01,UK,2276),,Transport Committee Publishes Report on HS2
11/07/2011 19:01,UK,2277),,Treasury Committee Publishes Report on BOE Accountability
11/08/2011 10:45,UK,2278),,Banks Testify on Financial-Services Bill
11/08/2011 11:00,UK,2279),,Cameron Questioned by Parliament's Liaison Committee
11/09/2011 04:30,UK,2280),,Cable Questioned by Commons Committee
11/09/2011 07:00,UK,2281),,Prime Minister's Question Time in House of Commons
11/09/2011,EC,2282),,"EU's Almunia, Barnier Meet U.K.'s Clegg in Brussels"
11/10/2011 04:45,UK,2283),,FSA Testifies on Financial-Services Bill
11/10/2011 06:00,UK,2284),,James Murdoch Testifies to Commons Culture Committee
11/14/2011 09:15,UK,2285),,Cameron Meets Dutch Prime Minister Rutte
11/14/2011 15:50,UK,2286),,Cameron Speaks at Lord Mayor's Banquet
11/14/2011 18:00,DE,2287),,"U.K., Danish Prime Ministers meet in London"
11/15/2011 03:30,UK,2288),,Clegg Meets Dutch Prime Minister Rutte
11/15/2011 06:30,UK,2289),,Commons Home Affairs Committee Questions Brodie Clark
11/15/2011 10:45,UK,2290),,Osborne Questioned by Financial-Services Bill Committee
11/18/2011 03:30,EC,2291),,U.K.'s Cameron Meets EU's Van Rompuy in Brussels
11/18/2011 06:30,GE,2292),,Merkel Hosts U.K. Prime Minister Cameron for Talks in Berlin
11/23/2011 07:00,UK,2293),,Prime Minister's Question Time in House of Commons
11/23/2011 09:15,UK,2294),,Bank Chiefs Questioned by Commons Treasury Committee
11/28/2011 19:01,UK,2295),,Public Accounts Committee Reports on Aircraft Carriers
11/29/2011 07:30,UK,2296),,Osborne Makes Autumn Statement to Commons
11/29/2011,UK,2297),,OBR Releases Economic and Fiscal Forecasts
11/30/2011 07:00,UK,2298),,Prime Minister's Question Time in House of Commons
11/30/2011,UK,2299),,U.K. Public-Sector Workers Strike Over Pensions
12/02/2011,FR,2300),,French-British Summit to be Held in Paris
12/05/2011 09:15,UK,2301),,"Grant, Coogan, Mosley Testify to Parliament Panel"
12/05/2011 10:30,UK,2302),,Treasury Panel Questions Economists on Autumn Statement
12/06/2011 05:00,UK,2303),,Treasury Panel Questions OBR on Autumn Statement
12/07/2011 07:00,UK,2304),,Prime Minister's Question Time in House of Commons
12/07/2011 09:15,UK,2305),,Treasury Panel Questions Osborne on Autumn Statement
12/14/2011 07:00,UK,2306),,Prime Minister's Question Time in House of Commons
12/14/2011 10:30,UK,2307),,Bank Chiefs Questioned by Commons Treasury Committee
12/14/2011 12:05,UK,2308),,Transport Secretary Greening Questioned by Commons Committee
12/15/2011 19:01,UK,2309),,Transport Committee Issues Report on Thameslink Procurement
12/15/2011,UK,2310),,Feltham and Heston By-Election
12/18/2011 19:01,UK,2311),,Committee Report on Draft Financial Services Bill
12/18/2011 19:01,UK,2312),,Home Affairs Committee Issues Report on Riot Policing
12/19/2011 04:30,UK,2313),,Clegg Delivers Lecture on Fair Society
12/19/2011 08:00,GE,2314),,U.K. Foreign Minister Hague Hosts Germany's Westerwelle
12/19/2011 10:40,UK,2315),,Osborne Announces Implementation Plans for Vickers Report
12/20/2011 19:01,UK,2316),,CLG Committee Publishes Report on National Planning Policy
12/20/2011,UK,2317),,Last Day of Parliamentary Session Before Christmas Break
12/21/2011 19:01,UK,2318),,Commons Lawmakers Report on Solar Subsidies
01/04/2012 19:01,UK,2319),,Commons Foreign Affairs Panel Issues Report on Somali Piracy
01/04/2012 19:01,UK,2320),,Commons Committee Issues Report on U.K. Development Aid
01/09/2012 08:30,EC,2321),,EU's Rehn Speaks at Liberal Ministers Meeting in London
01/10/2012,UK,2322),,Parliament Reconvenes After Christmas/New Year Break
01/11/2012 07:00,UK,2323),,Prime Minister's Question Time in House of Commons
01/11/2012 09:15,UK,2324),,Osborne Questioned by Treasury Committee on Banking
01/11/2012 19:01,UK,2325),,Transport Committee Publishes Report on Motor Insurance Costs
01/16/2012 09:15,UK,2326),,"Ministers Questioned on Privacy, Injunctions"
01/18/2012 07:00,UK,2327),,Prime Minister's Question Time in House of Commons
01/18/2012 19:01,UK,2328),,Transport Committee Issues Report on Civil Aviation Bill
01/18/2012 19:01,UK,2329),,Home Affairs Committee Issues Report on Border Controls
01/19/2012 01/20,GE,2330),,G-20 Vice Ministers of Finance Meet in Mexico City
01/22/2012 18:00,EC,2331),,EU's Barnier Speaks on Financial Regulation in London
01/24/2012 07:30,UK,2332),,Business Secretary Cable Speaks on Curbing Executive Pay
01/24/2012 19:01,UK,2333),,Defense Committee Publishes Report on Defense Ministry
01/25/2012 07:00,UK,2334),,Prime Minister's Question Time in House of Commons
01/25/2012 08:35,UK,2335),,Independence Referendum Consultation
01/25/2012 10:30,UK,2336),,Cameron Addresses Council of Europe in Strasbourg
01/25/2012 19:01,UK,2337),,Transport Committee Publishes Report on Railway Cable Thefts
01/31/2012 06:30,UK,2338),,Lords Committee Questions Hoban on Transaction Tax
02/01/2012 05:15,UK,2339),,"Lords Committee Questions Clegg on Constitution, Scotland"
02/01/2012 07:00,UK,2340),,Prime Minister's Question Time in House of Commons
02/02/2012 05:15,EC,2341),,"EU's Almunia, OFT's Fingleton Speak on Competition in Brussels"
02/07/2012,UK,2342),,House of Commons Debate on Banks
02/08/2012 07:00,UK,2343),,Prime Minister's Question Time in House of Commons
02/09/2012 19:01,UK,2344),,Commons Committee Publishes Report on Major Defense Projects
02/09/2012,UK,2345),,Last Day of House of Commons Session Before February Break
02/09/2012,UK,2346),,"ISDA Basel III Conference, London"
02/13/2012 19:01,UK,2347),,U.K. Lords Committee Publishes Report on Euro Crisis
02/15/2012 19:01,UK,2348),,Lords Committee Publishes Report on Investigative Journalism
02/16/2012 05:05,UK,2349),,EU Tax Commission Semeta Testifies to U.K. Lords Committee
02/20/2012,UK,2350),,Commons Reconvenes After February Break
02/22/2012 07:00,UK,2351),,Prime Minister's Question Time in House of Commons
02/23/2012 10:00,UK,2352),,Europe Minister Lidington Testifies on Euro-Area Crisis
02/23/2012,UK,2353),,London Conference on Somalia
02/23/2012,EC,2354),,EU's Ashton Takes Part in London Somalia Conference
02/23/2012,SQ,2355),,"Prime Minister Meeting, London"
02/24/2012 02/25,GE,2356),,G-20 2nd Meeting of Vice Ministers of Finance in Mexico City
02/25/2012 02/26,GE,2357),,G-20 FINANCE MINISTERS AND CENTRAL BANKERS MEET IN MEXICO CITY
02/28/2012 00:00,UK,2358),,"Petitions Committee open-mic Meeting, Carmarthen"
02/29/2012 07:00,UK,2359),,Prime Minister's Question Time in House of Commons
02/29/2012 09:30,UK,2360),,Treasury Minister Hoban Testifies on Euro-Area Crisis
02/29/2012,FR,2361),,French Socialist Candidate Francois Hollande to Visit UK
03/02/2012,UK,2362),,Ex-Energy Secretary Huhne Goes on Trial
03/05/2012 10:30,UK,2363),,Cameron Makes Statement in Commons on EU Summit
03/06/2012 05:40,UK,2364),,Labour Leader Miliband Speaks at EEF Conference
03/06/2012 09:30,UK,2365),,Treasury Questions in Commons
03/06/2012 10:00,UK,2366),,Business Secretary Cable Speaks at EEF Conference
03/06/2012 11:00,UK,2367),,Cameron Testifies to Commons Liaison Committee
03/07/2012 07:00,UK,2368),,Prime Minister's Question Time in House of Commons
03/07/2012 09:15,UK,2369),,Treasury Committee Questions Rating Companies
03/07/2012,UK,2370),,"Foreign Minister Paet, British Europe Minister Lidington Meet"
03/07/2012,UK,2371),,British Europe Minister Lidington Visits Estonia
03/08/2012 05:10,UK,2372),,Hague Testifies to Commons Foreign-Affairs Committee
03/08/2012 19:01,UK,2373),,Public Accounts Committee Reports on Olympic Preparations
03/09/2012 13:30,UK,2374),,Deputy Premier Clegg Holds Rally at Lib Dem Spring Conference
03/09/2012 03/11,UK,2375),,Liberal Democrat Spring Conference in Gateshead
03/10/2012 10:15,UK,2376),,Business Secretary Cable Speaks at Lib Dem Spring Conference
03/11/2012 07:45,UK,2377),,Deputy Premier Clegg Speaks at Lib Dem Spring Conference
03/12/2012,WW,2378),,"UN, Special Debate on North Africa"
03/14/2012 08:00,UK,2379),,Prime Minister's Question Time in House of Commons
03/14/2012 10:30,UK,2380),,Europe Scrutiny Committee Questions Hoban on Euro-Area Crisis
03/14/2012 20:01,UK,2381),,NAO Report on Early Departures of Government Staff
03/14/2012,UK,2382),,"8th GACS Meeting, London"
03/14/2012,UK,2383),,British Prime Minister Cameron Visits White House
03/15/2012,UK,2384),,"Welsh Food Advisory Committee Open Meeting, Cardiff"
03/15/2012,WW,2385),,"ICA, 2012 Award Ceremony, London"
03/19/2012,WW,2386),,"UN, Consultations on Working Methods"
03/20/2012 06:30,UK,2387),,Queen Elizabeth Addresses Parliament for Diamond Jubilee
03/21/2012 08:00,UK,2388),,Prime Minister's Question Time in House of Commons
03/21/2012 08:30,UK,2389),,Osborne Budget Speech
03/22/2012 08:00,UK,2390),,"Foreign Sec William Hague, Foreign Min Giulio Terzi Meet"
03/23/2012 07:45,UK,2391),,Cable Speaks at FSB Conference
03/25/2012 03/27,MC,2392),,FM Poposki visits the UK
03/26/2012 10:30,UK,2393),,OBR Questioned on Budget by Treasury Committee
03/26/2012 11:30,UK,2394),,National Security Adviser Questioned by Lawmakers
03/26/2012 11:30,UK,2395),,"Insurers, Pension Funds Questioned by Lawmakers"
03/26/2012 19:01,UK,2396),,Committee on Privacy and Injunctions Publishes Report
03/26/2012 04/05,US,2397),,Acting Under Secretary Rose Gottemoeller Travels
03/27/2012 05:00,UK,2398),,Economists Questioned on Budget by Commons Treasury Committee
03/27/2012 09:15,UK,2399),,Osborne Questioned on Budget by Commons Treasury Committee
03/27/2012 19:01,UK,2400),,Health Committee Publishes Report on Breast Implants
03/27/2012,UK,2401),,Last Day of House of Commons Session Before Easter Break
03/27/2012,UK,2402),,"FSA, Pension Transfer Value Assumptions"
03/28/2012 19:01,UK,2403),,Lords Committee Issues Report on Foreign Aid
03/28/2012,UK,2404),,Teaching Unions Strike in London Over Pension Changes
03/28/2012 03/29,UK,2405),,Speaker Leads Delegation on Official Visit to Kosovo
03/29/2012 04:00,UK,2406),,"Sustainable Agriculture Summit, UK"
03/29/2012,UK,2407),,Bradford West By-Election
03/30/2012,UK,2408),,"FSA, Mortgage Market Review"
04/01/2012,UK,2409),,"U.K. FRRP Operating Standards, Consultation Ends"
04/02/2012,UK,2410),,"FSA, Intro of Prudential Reg. Auth and Financial Conduct Auth"
04/02/2012,UK,2411),,"FSA, Periodic Fees and Other Fees Instrument 2012"
04/06/2012,UK,2412),,"Comments Due on FSA Quarterly Consultation Paper, Number 32"
04/10/2012 04/11,UK,2413),,David Cameron in Japan
04/12/2012 19:00,UK,2414),,U.K. Global Investment Conference in London
04/13/2012,UK,2415),,Cameron Visits Myanmar
04/14/2012,WW,2416),,United Nations Security Council Nuclear Meeting
04/16/2012,UK,2417),,Commons Reconvenes After Easter Break
04/17/2012 06:00,UK,2418),,"Newspapers, BBC Questioned by Lawmakers"
04/17/2012 07:15,UK,2419),,Metropolitan Police Chief Questioned by Lawmakers
04/17/2012 19:01,UK,2420),,Commons Treasury Committee Publishes Report on Budget
04/18/2012 07:00,UK,2421),,Prime Minister's Question Time in House of Commons
04/18/2012 12:00,PO,2422),,Portuguese Prime Minister Meets UK Prime Minister in London
04/18/2012,UK,2423),,Open Meeting of Social Science Research Committee
04/19/2012 19:01,UK,2424),,Commons Transport Committee Publishes Report on Car Insurance
04/19/2012 04/20,UK,2425),,"Conference on European Court of Human Rights, Brighton"
04/22/2012 04/24,UK,2426),,City Travels to Cyprus for Pre-Presidency Meeting
04/25/2012 07:00,UK,2427),,Prime Minister's Question Time in House of Commons
04/25/2012,UK,2428),,Salmond Speaks at IoD Annual Convention
04/25/2012,UK,2429),,York's First Ever Crime Summit
04/26/2012,UK,2430),,"FSA, Large Exposures Regime"
04/26/2012,UK,2431),,"FSA, Listing, Disclosure, and Transparency Rules Amendments"
04/26/2012 04/27,US,2432),,Mayor Nutter Announces HRH Prince Edward to Visit Philadelphia
04/26/2012 04/27,HK,2433),,Secretary for the Environment Edward Yau Travels to Scotland
04/29/2012,UK,2434),,FSI Consultation Ends on Anti-Bribery
04/30/2012 11:30,UK,2435),,Hague Testifies to Parliament's National Security Committee
04/30/2012,UK,2436),,"ASB, Future of Financial Reporting Standards Proposals"
04/30/2012 05/01,HK,2437),,Secretary for the Environment Edward Yau Travels to the UK
05/01/2012 06:30,UK,2438),,Commons Culture Committee Publishes Phone-Hacking Report
05/02/2012 16:00,UK,2439),,"Bank of England Gov Mervyn King, 2012 BBC Today Lecture"
05/03/2012,UK,2440),,London Mayoral Election; U.K. Local Elections
05/06/2012,UK,2441),,"Comments Due on FSA Quarterly Consultation Paper, Number 32"
05/08/2012 05/13,PK,2442),,PM of Pakistan Gilani meets with Britain Counterpart Cameron
05/09/2012 06:00,UK,2443),,Queen's Speech Setting Out Government Program
05/10/2012 07:45,UK,2444),,III BRAZIL-UK Oil & Gas Meeting
05/10/2012,UK,2445),,Public-Sector Unions Strike Over Pension Changes
05/14/2012 06:30,EC,2446),,EU's Almunia Speech in London
05/15/2012 05:15,UK,2447),,Home Affairs Committee Hearing on Border Policing
05/15/2012,UK,2448),,Occupy London Movement
05/16/2012 07:00,UK,2449),,Prime Minister's Question Time in House of Commons
05/17/2012,EC,2450),,"EU's Rehn Meets BOE's King, Speaks at St. Antony's College"
05/18/2012 05/19,CA,2451),,G-8 Summit at Camp David
05/18/2012 05/19,EC,2452),,EU's Rehn Takes Part in EBRD Meeting in London
05/20/2012 05/21,US,2453),,"NATO Summit of World Leaders, Chicago"
05/22/2012 05:00,UK,2454),,"Osborne, Lagarde Hold News Conference in London"
05/22/2012 07:00,UK,2455),,USTR Kirk Lectures in London
05/22/2012 10:30,UK,2456),,House of Commons Debates Phone-Hacking Report
05/22/2012,UK,2457),,Bank of England may Publish Letter from Governor Mervyn King
05/23/2012 07:00,UK,2458),,Prime Minister's Question Time in House of Commons
05/23/2012 09:05,UK,2459),,Transport Committee Hearing on London Olympics
05/23/2012,WW,2460),,Iranian Nuclear Talks With Security Council Members
05/24/2012 07:30,GE,2461),,German Foreign Minister Briefs Press with U.K.'s Clegg
05/24/2012 09:00,UK,2462),,"Charity Commission public meeting, Birmingham"
05/24/2012 09:00,UK,2463),,Society Of Business Economists Annual Conference in London
05/24/2012,UK,2464),,Last Day of Commons Session Before Whitsun Break
05/24/2012,UK,2465),,BOE's David Miles and Clark Speaks at a Conference in London
05/24/2012,UK,2466),,Assembly Committee to Hold One-Day Inquiry
05/24/2012 05/25,SZ,2467),,"Basel Committee on Banking Supervision, CEPR, JFI, Workshop"
05/25/2012,UK,2468),,Professional Oversight Board:Third Country Auditors Monitoring
05/25/2012,UK,2469),,UK Minister for Africa Henry Bellingham Visits South Sudan
05/28/2012 05:00,UK,2470),,Blair Testifies at Leveson Inquiry
05/29/2012 05:00,UK,2471),,"Gove, May Testify at Leveson Inquiry"
05/30/2012 05:00,UK,2472),,"Cable, Clarke Testify at Leveson Inquiry"
05/30/2012,UK,2473),,BMA May Announce Action Over Pension Changes
05/31/2012 05:00,UK,2474),,Culture Secretary Hunt Testifies at Leveson Inquiry
05/31/2012 08:00,EC,2475),,EU's Van Rompuy Speaks at Chatham House in London
05/31/2012,UK,2476),,"APB, Reporting ISAs 700, 705, 706"
05/31/2012,UK,2477),,Comments Due on the FSA's Consultation Paper
06/02/2012 06/05,UK,2478),,Queen Elizabeth II's Diamond Jubilee
06/07/2012 02:45,NO,2479),,U.K.'s Cameron Meets With Norwegian Premier Stoltenberg
06/07/2012 07:30,GE,2480),,"Merkel Hosts Cameron, Stoltenberg for Talks, Town Hall Event"
06/07/2012 06/08,UK,2481),,LSE Fifth Annual Conference in London
06/11/2012 05:00,UK,2482),,"Brown, Osborne Testify at Leveson Inquiry"
06/11/2012,UK,2483),,Commons Reconvenes After Whitsun Break
06/12/2012 05:00,UK,2484),,"Major, Miliband, Harman Testify at Leveson Inquiry"
06/12/2012 05:00,UK,2485),,Big 6 U.K. Utilities Testify on Draft Energy Bill
06/12/2012 05:00,UK,2486),,Treasury Committee Takes Testimony on Bankers' Pay
06/12/2012 09:15,UK,2487),,Spelman Testifies to Lawmakers on Rio Earth Summit
06/13/2012 05:00,UK,2488),,"Clegg, Salmond Testify at Leveson Inquiry"
06/13/2012 07:00,UK,2489),,Prime Minister's Question Time in House of Commons
06/13/2012 19:01,UK,2490),,NAO Reports on Settling Large Tax Disputes
06/14/2012 05:00,UK,2491),,Cameron Testifies at Leveson Inquiry
06/14/2012 14:00,UK,2492),,"BOE Governor King, U.K. Chancellor Osborne Speak in London"
06/14/2012,UK,2493),,U.K. FSA's Wealth Mgmt Increasing Standards Seminar
06/15/2012 19:01,UK,2494),,Queen Elizabeth II's Birthday Honors
06/15/2012,UK,2495),,EBA's Paper on a Template for Recovery Plans- Comments Due
06/18/2012 06/19,AR,2496),,G-20 Leaders Summit in Mexico
06/20/2012 07:00,UK,2497),,Prime Minister's Question Time in House of Commons
06/21/2012 10:00,UK,2498),,Aung San Suu Kyi Addresses U.K. Parliament
06/21/2012,UK,2499),,U.K. Doctors Stage Partial Strike
06/26/2012 06:15,UK,2500),,Home Affairs Committee Questions Police Post Nominee Winsor
06/26/2012,UK,2501),,U.K. Comments Due on Financial Services Compensation Scheme
06/27/2012 07:00,UK,2502),,Prime Minister's Question Time in House of Commons
06/28/2012,EC,2503),,European Banking Authority Hearing
06/29/2012 05:30,UK,2504),,BOE's Semi-Annual Financial Stability Report
06/29/2012 12:00,FR,2505),,Hollande to Meet With Tony Blair in Paris
06/29/2012,UK,2506),,FSA's Joint Consultation Paper - Comments Due
07/01/2012,UK,2507),,FSA Implementation of Amending Directive - Effective Date
07/02/2012,UK,2508),,FRC Reform
07/02/2012,UK,2509),,FSA 2012 Enforcement Conference in London
07/03/2012 13:30,PO,2510),,Portugal's Moedas Speaks at Event in London
07/03/2012,UK,2511),,FSA Annual Public Meeting in London
07/04/2012 07:00,UK,2512),,Prime Minister's Question Time in House of Commons
07/04/2012 09:00,UK,2513),,Barclays CEO Diamond Appears Before Treasury Select Committee
07/05/2012,UK,2514),,House of Commons Debates Plan for Banking Inquiry
07/09/2012 11:05,UK,2515),,Barclays' Rake Testifies to Lords Committee
07/09/2012 11:30,UK,2516),,BOE's Tucker Testifies to Commons Treasury Committee on Libor
07/10/2012 05:00,UK,2517),,Barclays' Agius Testifies to Commons Treasury Panel on Libor
07/10/2012 06:00,FR,2518),,Hollande to Visit UK PM Cameron in London
07/10/2012 07:30,UK,2519),,U.K. Immigration Minister Green Testifies to Lawmakers
07/10/2012 11:05,UK,2520),,Barclays's Chairman Marcus Agius Testifies at Parliament
07/11/2012 07:00,UK,2521),,Prime Minister's Question Time in House of Commons
07/13/2012 06:00,UK,2522),,"BOE, U.K. Treasury Release Funding for Lending Program Details"
07/16/2012 11:00,UK,2523),,"Barclays Ex-COO Del Missier, FSA's Turner Testify to Lawmakers"
07/16/2012 11:30,UK,2524),,U.K. Employment Minister Grayling Testifies to Lawmakers
07/17/2012 05:00,UK,2525),,"BOE's King, Tucker, Turner, Kohn, Fisher Quizzed by Lawmakers"
07/17/2012 06:30,UK,2526),,Cable Quizzed by U.K. Lawmakers on Bank Lending
07/17/2012 07:00,UK,2527),,G4S CEO Buckles Quizzed by U.K. Lawmakers on Olympics Security
07/17/2012 08:15,UK,2528),,Lansley Quizzed by U.K. Lawmakers on Social Care
07/17/2012 09:30,UK,2529),,Davey Quizzed by U.K. Lawmakers
07/17/2012,UK,2530),,Last Day of Commons Session Before Summer Break
07/18/2012 19:01,UK,2531),,U.K. Lawmakers Report on Government Alcohol Strategy
07/18/2012,UK,2532),,European Banking Authority Hearing
07/23/2012 11:00,UK,2533),,Kay Report Into U.K. Equity Markets
07/23/2012 08/01,US,2534),,British Parliament Members Meet U.S. Counterparts
07/24/2012 04:30,UK,2535),,Financial Services Authority Chairman Adair Turner Speaks
07/24/2012 05:00,FR,2536),,President Hollande Meets UK Labour's Miliband
07/25/2012 11:30,UK,2537),,Brazil's President Rousseff visits UK
07/26/2012 05:15,EC,2538),,ECB's Draghi Speaking at Global Investment Forum in the U.K.
07/29/2012 07/31,UK,2539),,FSA's Risk Management Symposium 2012
07/31/2012,UK,2540),,FSA Launches Redress Scheme Consultation
08/02/2012,UK,2541),,Russian President Putin to Meet UK PM Cameron in London
08/08/2012 08/09,CH,2542),,"Gu Kailai, Wife of Ousted Politburo Member Bo Xilai, on Trial"
08/10/2012 04:30,UK,2543),,"U.K. Treasury Publishes Discussion Paper on Libor, Press Conf"
08/12/2012,UK,2544),,EBA Gain on Sale - Consultation Ends
08/24/2012,UK,2545),,Deadline for Written Testimony to U.K. Banking Commission
08/27/2012,UK,2546),,EBA Reporting Requirements - Consultation Ends
08/31/2012 05:30,UK,2547),,U.K. Court Verdict in Abramovich and Berezovsky Dispute
08/31/2012,UK,2548),,FSA Depository Rules - Effective Date
08/31/2012,UK,2549),,FSA's Comment Request on a Joint Consultation Paper
09/03/2012,UK,2550),,Commons Reconvenes After Summer Recess
09/04/2012 06:15,UK,2551),,U.K. Lawmakers Question Police Officials on Olympic Security
09/04/2012,UK,2552),,U.K. Prime Minister Cameron Announces Cabinet Reshuffle
09/05/2012 07:00,UK,2553),,Prime Minister's Question Time in House of Commons
09/06/2012 05:00,FR,2554),,OECD's Padoan Speaks at OECD Interim Economic Assessment
09/06/2012 06:45,UK,2555),,U.K.'s May Questioned by Lawmakers on Olympics
09/07/2012,UK,2556),,Basel Committee Review of the Trading Book
09/09/2012 09/12,UK,2557),,TUC Congress 2012 in Brighton
09/10/2012 11:05,UK,2558),,"Branson, FirstGroup CEO Questioned by U.K. Lawmakers"
09/11/2012 05:00,UK,2559),,BOE's McCafferty Questioned by U.K. Lawmakers
09/11/2012 05:15,UK,2560),,"G4S's Buckles, Olympic Officials Questioned by Lawmakers"
09/11/2012 09/12,CL,2561),,Chile Day 2012 in London
09/11/2012 09/18,UK,2562),,The Earl and Countess of Wessex Visit Canada
09/12/2012 04:30,UK,2563),,Education Secretary Gove Questioned by U.K. Lawmakers
09/12/2012 04:30,UK,2564),,Walker Questioned by U.K. Banking Standards Panel
09/12/2012 07:00,UK,2565),,Prime Minister's Question Time in House of Commons
09/12/2012 09:05,UK,2566),,Transport Secretary McLoughlin Questioned by U.K. Lawmakers
09/12/2012 09:30,UK,2567),,Intl Consolidated Airlines Group CEO Questioned by Lawmakers
09/14/2012,UK,2568),,Former UBS Trader Kweku Adoboli's Trial Begins
09/17/2012 11:00,UK,2569),,French Finance Minister Pierre Moscovici Speaks at LSE
09/17/2012 11:30,UK,2570),,Duncan Smith Testifies to Lawmakers on Universal Credit
09/18/2012 05:30,UK,2571),,Hague Testifies to U.K. Lawmakers on Foreign Policy
09/18/2012 06:00,UK,2572),,U.K. Border Officials Testify to Lawmakers
09/18/2012,UK,2573),,Last Day of Commons Session Before Break for Conferences
09/22/2012 14:30,UK,2574),,U.K.'s Liberal Democrats Hold Rally at Party Conference
09/22/2012 09/26,UK,2575),,U.K.'s Liberal Democrat Party Conference
09/23/2012 07:20,UK,2576),,U.K. Energy Secretary Davey Speaks at Lib Dem Conference
09/23/2012 10:05,UK,2577),,U.K. Deputy Premier Clegg Is Questioned at Party Conference
09/23/2012 09/24,GE,2578),,G-20 Meeting of Finance Ministry and Central Bank Deputies
09/24/2012 07:20,UK,2579),,U.K. Business Secretary Cable Speaks at Lib Dem Conference
09/25/2012 07:20,UK,2580),,U.K.'s Alexander Speaks at Lib Dem Conference
09/26/2012 04:30,UK,2581),,Brooks and Coulson Appear in Court Over Phone Hacking Case
09/26/2012 09:30,UK,2582),,U.K. Deputy Premier Clegg Speaks at Party Conference
09/26/2012 12:00,UK,2583),,U.K. Prime Minister David Cameron Speaks at UN
09/28/2012 03:30,UK,2584),,U.K. Financial Services Authority Releases Libor Review
09/30/2012 10/04,UK,2585),,Labour Party Conference in Manchester
10/01/2012,UK,2586),,Balls Speaks at Labour Party Conference in Manchester
10/02/2012 09:15,UK,2587),,Miliband Speaks at Labour Party Conference in Manchester
10/03/2012 19:01,UK,2588),,Transparency International Releases Company Corruption Ranking
10/07/2012 09:50,UK,2589),,"Hammond, Hague Speak at U.K. Conservative Party Conference"
10/07/2012 10/10,UK,2590),,U.K. Conservative Party Conference in Birmingham
10/08/2012 06:00,UK,2591),,"Osborne, McLoughlin Speak at U.K. Tory Party Conference"
10/08/2012 09:30,UK,2592),,"Duncan Smith, Pickles Speak at U.K. Tory Party Conference"
10/09/2012 04:00,UK,2593),,Environment Secretary Paterson Speaks at U.K. Tory Conference
10/09/2012 04:45,UK,2594),,Intl Development Secretary Greening Speaks at Tory Conference
10/09/2012 06:00,UK,2595),,London Mayor Johnson Speaks at Conservative Party Conference
10/09/2012 06:30,UK,2596),,"Gove, Hunt Speak at U.K. Tory Party Conference"
10/09/2012 09:30,UK,2597),,"May, Grayling Speak at U.K. Tory Party Conference"
10/10/2012 05:30,UK,2598),,Culture Secretary Miller Speaks at U.K. Tory Party Conference
10/10/2012 06:15,UK,2599),,Cameron Speaks at Conservative Party Conference
10/10/2012 09:00,UK,2600),,U.S. Senator John McCain Speaks at LSE
10/10/2012 10/11,JN,2601),,G7 Finance Ministers Meet in Tokyo
10/15/2012 09:30,UK,2602),,Commons Reconvenes After Recess for Conferences
10/15/2012 11:00,UK,2603),,Swinson Testifies to Lords Panel on Women in Boardrooms
10/16/2012 04:30,UK,2604),,Fallon Testifies to Commons Panel on Regional Growth
10/16/2012 05:00,UK,2605),,"BBA, BSA, CML Testify to Lawmakers on Macro-Prudential Tools"
10/16/2012 06:00,UK,2606),,Banks Testify to Lords Panel on EU Banking Reform
10/16/2012 10:30,UK,2607),,Alexander Testifies to Lords Panel on Scottish Independence
10/17/2012 07:00,UK,2608),,Prime Minister's Question Time in House of Commons
10/17/2012 09:00,UK,2609),,Former Fed Chairman Paul Volcker Testifies at U.K. Parliament
10/17/2012 13:30,UK,2610),,U.K. Lord Nigel Lawson Speaks at LSE
10/17/2012 13:30,UK,2611),,Cable Speaks at Cass Business School
